ENSGALT00000095957.1	VH26L5.p2	86.7	98	13	0	1	294	3	100	3.7e-43	171.0
ENSGALT00000104488.1	VH26L10.p1	86.5	96	13	0	1	288	106	201	1.5e-41	165.6
ENSGALT00000090393.1	VH26L5.p2	84.7	98	15	0	1	294	3	100	4.8e-43	170.6
ENSGALT00000107783.1	VH26L5.p2	91.8	98	8	0	1	294	3	100	6.1e-46	180.3
ENSGALT00000101333.1	LOC101750160.p1	87.0	100	13	0	1	300	34	133	5.7e-44	173.7
ENSGALT00000105767.1	LOC101750160.p1	91.8	98	8	0	1	294	34	131	1.6e-46	182.2
ENSGALT00000105767.1	LOC101750160.p1	71.1	38	11	0	116	3	189	226	6.0e-09	57.4
ENSGALT00000103134.1	VH26L10.p1	86.1	101	14	0	1	303	103	203	9.8e-44	172.9
ENSGALT00000091408.1	VH26L5.p2	84.7	98	15	0	1	294	3	100	4.8e-43	170.6
ENSGALT00000097586.1	VH26L10.p1	83.8	99	15	1	1	294	103	201	5.0e-40	160.6
ENSGALT00000091033.1	VH26L5.p2	78.0	91	20	0	31	303	13	103	4.4e-36	147.5
ENSGALT00000107771.1	LOC101750160.p1	84.0	100	16	0	1	300	34	133	2.8e-43	171.4
ENSGALT00000106915.1	VH26L5.p2	81.8	88	16	0	31	294	13	100	1.5e-36	149.1
ENSGALT00000091553.1	VH26L10.p1	84.6	91	14	0	31	303	113	203	4.3e-39	157.5
ENSGALT00000093743.1	VH26L5.p2	84.0	100	16	0	1	300	3	102	9.8e-44	172.9
ENSGALT00000106326.1	VH26L5.p2	89.5	95	10	0	19	303	9	103	2.2e-43	171.8
ENSGALT00000095681.1	LOC101750160.p1	83.0	100	17	0	1	300	34	133	1.1e-42	169.5
ENSGALT00000106995.1	VH26L5.p2	90.8	98	9	0	1	294	3	100	4.0e-45	177.6
ENSGALT00000100646.1	VH26L10.p1	83.8	99	15	1	1	294	103	201	5.0e-40	160.6
ENSGALT00000096595.1	VH26L10.p1	86.0	100	14	0	1	300	103	202	3.7e-43	171.0
ENSGALT00000097847.1	VH26L10.p1	76.5	98	23	0	1	294	103	200	3.0e-37	151.4
ENSGALT00000105763.1	VH26L10.p1	83.0	100	17	0	1	300	103	202	2.4e-42	168.3
ENSGALT00000101575.1	VH26L10.p1	76.5	98	23	0	1	294	103	200	3.0e-37	151.4
ENSGALT00000107864.1	VH26L5.p2	86.7	98	13	0	1	294	3	100	1.3e-43	172.6
ENSGALT00000105971.1	VH26L10.p1	76.5	98	23	0	1	294	103	200	3.0e-37	151.4
ENSGALT00000095502.1	VH26L10.p1	83.0	100	17	0	1	300	103	202	2.4e-42	168.3
ENSGALT00000092747.1	VH26L10.p1	77.6	98	22	0	1	294	103	200	3.6e-38	154.5
ENSGALT00000091562.1	LOC101750160.p1	82.8	99	16	1	1	297	34	131	1.3e-38	156.0
ENSGALT00000091562.1	LOC101750160.p1	69.2	39	11	1	119	3	189	226	4.2e-10	61.2
ENSGALT00000094104.1	VH26L5.p2	85.7	98	14	0	1	294	3	100	2.9e-43	171.4
ENSGALT00000090412.1	VH26L10.p1	84.2	101	16	0	1	303	103	203	1.7e-43	172.2
ENSGALT00000101020.1	VH26L10.p1	86.7	98	13	0	1	294	103	200	2.4e-42	168.3
ENSGALT00000102707.1	VH26L10.p1	82.2	101	18	0	1	303	103	203	4.9e-43	170.6
ENSGALT00000093555.1	VH26L5.p2	85.7	98	14	0	1	294	3	100	1.3e-43	172.6
ENSGALT00000096330.1	VH26L5.p2	82.7	98	17	0	1	294	3	100	3.5e-41	164.5
ENSGALT00000096025.1	VH26L5.p2	79.8	99	20	0	1	297	3	101	2.7e-41	164.9
ENSGALT00000107692.1	VH26L5.p2	86.7	98	13	0	1	294	3	100	3.7e-43	171.0
ENSGALT00000105196.1	VH26L10.p1	86.1	101	14	0	1	303	103	203	9.8e-44	172.9
ENSGALT00000093144.1	VH26L5.p2	83.7	98	16	0	1	294	3	100	3.1e-42	167.9
ENSGALT00000095235.1	VH26L5.p2	91.8	98	8	0	1	294	3	100	6.1e-46	180.3
ENSGALT00000094112.1	VH26L5.p2	82.2	101	17	1	1	300	3	103	2.0e-41	165.2
ENSGALT00000100750.1	LOC101750160.p1	85.6	90	13	0	31	300	44	133	4.7e-38	154.1
ENSGALT00000100750.1	LOC101750160.p1	88.9	18	2	0	83	30	200	217	1.1e-02	36.6
ENSGALT00000105296.1	LOC101750160.p1	91.8	98	8	0	1	294	34	131	2.1e-46	181.8
ENSGALT00000105296.1	LOC101750160.p1	73.7	38	10	0	116	3	189	226	9.3e-10	60.1
ENSGALT00000098355.1	VH26L10.p1	82.2	101	18	0	1	303	103	203	1.1e-42	169.5
ENSGALT00000098909.1	LOC101750160.p1	80.0	90	18	0	31	300	44	133	6.3e-35	143.7
ENSGALT00000104847.1	VH26L5.p2	91.1	101	9	0	1	303	3	103	8.6e-48	186.4
ENSGALT00000108026.1	VH26L10.p1	85.1	101	15	0	1	303	103	203	3.7e-43	171.0
ENSGALT00000103665.1	VH26L5.p2	84.2	101	16	0	1	303	3	103	2.9e-43	171.4
ENSGALT00000105628.1	VH26L5.p2	81.2	101	19	0	1	303	3	103	2.9e-43	171.4
ENSGALT00000097081.1	LOC101750160.p1	100.0	100	0	0	1	300	34	133	5.7e-52	200.3
ENSGALT00000097081.1	LOC101750160.p1	76.3	38	9	0	116	3	189	226	1.9e-10	62.4
ENSGALT00000105645.1	VH26L5.p2	85.7	98	13	1	1	291	3	100	1.5e-41	165.6
ENSGALT00000098506.1	VH26L10.p1	84.8	99	15	0	1	297	103	201	2.4e-42	168.3
ENSGALT00000096927.1	VH26L10.p1	100.0	101	0	0	1	303	103	203	4.0e-53	204.1
ENSGALT00000105629.1	VH26L10.p1	82.4	91	16	0	31	303	113	203	2.8e-38	154.8
ENSGALT00000093613.1	VH26L5.p2	83.7	98	16	0	1	294	3	100	3.1e-42	167.9
ENSGALT00000099537.1	VH26L5.p2	85.7	98	14	0	1	294	3	100	2.4e-42	168.3
ENSGALT00000092633.1	VH26L10.p1	83.2	101	17	0	1	303	103	203	2.9e-43	171.4
ENSGALT00000104205.1	VH26L5.p2	100.0	101	0	0	1	303	3	103	8.9e-53	203.0
ENSGALT00000108182.1	VH26L5.p2	83.2	101	17	0	1	303	3	103	9.8e-44	172.9
ENSGALT00000091267.1	VH26L5.p2	95.0	101	5	0	1	303	3	103	1.9e-50	195.3
ENSGALT00000101555.1	VH26L10.p1	86.1	101	14	0	1	303	103	203	1.3e-43	172.6
ENSGALT00000015774.6	SH3RF1.p1	100.0	873	0	0	1	2619	1	873	0.0e+00	1658.3
ENSGALT00000107714.1	LOC101747443.p1	100.0	40	0	0	7	126	1	40	4.5e-18	87.0
ENSGALT00000087687.2	PPP1CC.p1	100.0	306	0	0	127	1044	19	324	1.4e-185	646.0
ENSGALT00000007277.3	PPP1CC.p1	100.0	324	0	0	1	972	1	324	1.4e-195	679.1
ENSGALT00000016200.6	FRS2.p1	100.0	509	0	0	1	1527	1	509	2.4e-271	931.4
ENSGALT00000057018.2	SENP1.p1	100.0	592	0	0	205	1980	1	592	0.0e+00	1152.9
ENSGALT00000064690.2	SENP1.p1	100.0	663	0	0	205	2193	1	663	0.0e+00	1303.1
ENSGALT00000103853.1	SENP1.p1	100.0	560	0	0	205	1884	1	560	0.0e+00	1082.4
ENSGALT00000095972.1	SENP1.p1	100.0	532	0	0	205	1800	1	532	4.1e-300	1027.3
ENSGALT00000052654.2	IGSF3.p1	100.0	1077	0	0	16	3246	21	1097	0.0e+00	2146.3
ENSGALT00000061915.3	CNPY3.p1	99.6	254	1	0	1	762	7	260	6.0e-122	434.1
ENSGALT00000033572.5	C10H15ORF58.p1	99.9	747	1	0	139	2379	37	783	0.0e+00	1486.9
ENSGALT00000076955.2	C10H15ORF58.p1	75.6	705	13	3	139	1776	37	741	2.8e-283	971.5
ENSGALT00000076955.2	C10H15ORF58.p1	100.0	34	0	0	1956	2057	715	748	4.2e-13	73.9
ENSGALT00000107965.1	HEPACAM.p1	100.0	360	0	0	64	1143	28	387	8.5e-181	630.2
ENSGALT00000080793.2	HEPACAM.p1	100.0	314	0	0	1	942	1	314	3.9e-168	588.2
ENSGALT00000080793.2	HEPACAM.p1	84.1	82	10	2	965	1204	294	374	2.2e-17	87.4
ENSGALT00000001657.6	PSMB7.p1	100.0	278	0	0	1	834	1	278	3.7e-157	551.2
ENSGALT00000038720.4	PSMB7.p1	100.0	184	0	0	1	552	1	184	9.2e-102	366.7
ENSGALT00000064754.2	ZMAT2.p1	100.0	200	0	0	1	600	5	204	1.3e-79	293.1
ENSGALT00000096825.1	UBE2R2.p1	100.0	239	0	0	1	717	1	239	1.6e-116	416.0
ENSGALT00000089429.2	ZNF624.p1	93.1	29	2	0	22	108	244	272	1.9e-09	61.2
ENSGALT00000085779.2	GDPGP1.p1	100.0	368	0	0	496	1599	1	368	9.3e-210	726.9
ENSGALT00000057265.2	AGBL3.p1	36.1	374	221	9	139	1218	50	419	6.8e-53	205.7
ENSGALT00000069945.2	AGBL4.p1	99.6	243	1	0	1	729	1	243	3.3e-125	445.7
ENSGALT00000093812.1	AGBL4.p1	100.0	345	0	0	643	1677	74	418	9.9e-186	647.1
ENSGALT00000017109.6	AGBL4.p1	100.0	345	0	0	520	1554	74	418	9.1e-186	647.1
ENSGALT00000103291.1	FAM178B.p1	100.0	548	0	0	1	1644	1	548	1.4e-306	1048.5
ENSGALT00000084934.2	FAM178B.p1	95.3	548	0	1	1	1566	1	548	1.2e-286	982.2
ENSGALT00000095264.1	FAM178B.p1	81.8	522	68	5	1	1548	1	501	3.4e-218	755.0
ENSGALT00000095264.1	FAM178B.p1	47.8	136	22	3	1302	1709	445	531	1.3e-20	98.6
ENSGALT00000093947.1	FAM178B.p1	99.7	383	1	0	1	1149	1	383	4.8e-208	721.5
ENSGALT00000093947.1	FAM178B.p1	63.8	58	21	0	1562	1735	382	439	1.2e-12	72.4
ENSGALT00000005824.5	PRKAR1B.p1	100.0	382	0	0	1	1146	64	445	1.1e-196	682.9
ENSGALT00000069539.2	PRKAR1B.p1	100.0	423	0	0	1	1269	23	445	5.5e-221	763.8
ENSGALT00000092213.1	LOC112531027.p1	100.0	45	0	0	1	135	22	66	3.7e-21	97.1
ENSGALT00000044892.3	ETV3L.p1	100.0	116	0	0	10	357	20	135	3.0e-67	251.5
ENSGALT00000015470.6	NSMCE4A.p1	100.0	396	0	0	1	1188	1	396	1.5e-180	629.4
ENSGALT00000094180.1	CCSER2.p1	99.2	796	6	0	1	2388	1	796	0.0e+00	1419.4
ENSGALT00000094180.1	CCSER2.p1	96.9	32	1	0	2361	2456	816	847	1.6e-11	69.3
ENSGALT00000093577.1	CCSER2.p1	99.2	796	6	0	1	2388	1	796	0.0e+00	1419.4
ENSGALT00000093577.1	CCSER2.p1	96.9	32	1	0	2361	2456	816	847	1.6e-11	69.3
ENSGALT00000094724.1	CCSER2.p1	100.0	847	0	0	1	2541	1	847	0.0e+00	1541.2
ENSGALT00000101384.1	CCSER2.p1	99.2	796	6	0	1	2388	1	796	0.0e+00	1419.4
ENSGALT00000101384.1	CCSER2.p1	96.9	32	1	0	2361	2456	816	847	1.6e-11	69.3
ENSGALT00000068770.2	CCSER2.p1	100.0	815	0	0	1	2445	1	815	0.0e+00	1479.2
ENSGALT00000068770.2	CCSER2.p1	87.0	23	3	0	2480	2548	814	836	1.5e-04	45.8
ENSGALT00000091629.1	CCSER2.p1	100.0	234	0	0	1	702	582	815	3.2e-134	474.9
ENSGALT00000091629.1	CCSER2.p1	87.0	23	3	0	737	805	814	836	4.8e-05	45.8
ENSGALT00000100108.1	RHBDF2.p1	96.2	293	1	2	106	954	85	377	2.7e-156	548.5
ENSGALT00000003008.6	RHBDF2.p1	97.4	804	0	3	205	2586	38	830	0.0e+00	1577.4
ENSGALT00000102256.1	RHBDF2.p1	88.9	760	50	8	235	2454	85	830	0.0e+00	1325.8
ENSGALT00000071948.2	LOC768760.p1	100.0	963	0	0	1	2889	1	963	0.0e+00	1911.0
ENSGALT00000083823.2	LOC112531017.p1	95.5	44	2	0	58	189	7	50	4.3e-20	94.0
ENSGALT00000027260.6	PCCA.p1	95.8	650	27	0	1	1950	5	654	0.0e+00	1231.5
ENSGALT00000095138.1	PCCA.p1	95.8	650	27	0	1	1950	5	654	0.0e+00	1231.5
ENSGALT00000104589.1	PCCA.p1	95.8	650	27	0	1	1950	5	654	0.0e+00	1231.5
ENSGALT00000087385.2	PTCRA.p1	96.3	162	6	0	25	510	58	219	3.2e-71	265.0
ENSGALT00000018638.6	AZI2.p1	100.0	389	0	0	28	1194	1	389	6.1e-214	740.3
ENSGALT00000045316.3	ZFYVE26.p1	100.0	2562	0	0	1	7686	1	2562	0.0e+00	4987.5
ENSGALT00000098841.1	ZFYVE26.p1	98.8	2562	2	1	1	7596	1	2562	0.0e+00	4915.9
ENSGALT00000000935.5	CYB5B.p1	99.3	145	1	0	1	435	43	187	7.7e-82	300.1
ENSGALT00000013776.6	NOP58.p1	100.0	469	0	0	1	1407	39	507	4.7e-262	900.6
ENSGALT00000059809.2	LOC107054472.p1	92.0	969	15	3	40	2757	83	1051	0.0e+00	1620.5
ENSGALT00000084956.2	LOC101747443.p1	100.0	188	0	0	28	591	1	188	5.7e-111	398.3
ENSGALT00000044371.3	YEATS4.p1	100.0	228	0	0	1	684	9	236	6.5e-128	453.8
ENSGALT00000000945.6	ETV3.p1	100.0	533	0	0	1	1599	66	598	2.1e-302	1034.6
ENSGALT00000102455.1	ETV3.p1	100.0	533	0	0	1	1599	66	598	2.1e-302	1034.6
ENSGALT00000058192.2	ETV3.p1	100.0	533	0	0	1	1599	66	598	2.1e-302	1034.6
ENSGALT00000046006.3	CMC1.p1	100.0	108	0	0	1	324	29	136	2.0e-58	221.9
ENSGALT00000053946.2	LOC423605.p1	100.0	558	0	0	1	1674	1	558	0.0e+00	1117.8
ENSGALT00000066342.2	PPP1R2.p1	100.0	238	0	0	1	714	1	238	7.9e-92	334.0
ENSGALT00000051780.2	RNA.p1	90.5	1236	0	1	1	3354	1	1236	0.0e+00	2217.2
ENSGALT00000039145.3	CYGB.p1	100.0	180	0	0	1	540	1	180	2.3e-99	358.6
ENSGALT00000048854.2	UBAP2.p1	100.0	863	0	0	1	2589	238	1100	0.0e+00	1373.6
ENSGALT00000106875.1	LOC107052491.p1	85.7	244	3	1	151	882	90	301	1.1e-116	417.9
ENSGALT00000107518.1	LRRC61.p2	100.0	259	0	0	1	777	1	259	2.7e-98	355.5
ENSGALT00000074365.2	SPATA6.p1	100.0	419	0	0	1	1257	7	425	3.9e-241	830.9
ENSGALT00000038301.4	SPATA6.p1	97.2	459	0	1	1	1377	7	452	2.3e-255	878.2
ENSGALT00000088781.2	SPATA6.p1	100.0	480	0	0	1	1440	7	486	1.5e-278	955.3
ENSGALT00000013516.6	CIB1.p1	100.0	191	0	0	1	573	1	191	1.6e-103	372.5
ENSGALT00000042658.4	EOMES.p1	100.0	594	0	0	205	1986	1	594	0.0e+00	1161.0
ENSGALT00000092110.1	LOC112530976.p1	97.4	78	2	0	1	234	29	106	3.3e-39	157.5
ENSGALT00000017089.6	SLC5A9.p1	100.0	613	0	0	1	1839	1	613	0.0e+00	1167.5
ENSGALT00000000932.5	TERF2.p1	100.0	710	0	0	28	2157	1	710	1.9e-253	872.5
ENSGALT00000070090.2	SNRNP200.p5	98.8	169	2	0	1263	757	1	169	1.7e-90	330.9
ENSGALT00000077983.2	PCDHA13.p1	92.3	858	43	3	1	2568	1	837	0.0e+00	1454.1
ENSGALT00000015524.6	all-trans/9-cis/11-cis.p1	51.9	322	143	3	37	969	4	324	7.3e-80	294.7
ENSGALT00000063478.2	KCTD20.p1	100.0	413	0	0	1	1239	35	447	3.3e-247	850.9
ENSGALT00000085126.2	KCTD20.p1	100.0	413	0	0	1	1239	35	447	3.3e-247	850.9
ENSGALT00000000700.6	KCTD20.p1	100.0	429	0	0	13	1299	19	447	2.0e-255	878.2
ENSGALT00000095508.1	GGACT.p1	100.0	158	0	0	1	474	1	158	6.2e-93	337.0
ENSGALT00000036535.4	GGACT.p1	100.0	158	0	0	28	501	1	158	5.0e-93	337.4
ENSGALT00000092377.1	GGACT.p1	100.0	158	0	0	1	474	1	158	6.2e-93	337.0
ENSGALT00000104831.1	PCDHA2.p1	74.6	130	13	1	359	30	646	775	1.4e-33	139.4
ENSGALT00000089696.2	ZNF555.p1	100.0	137	0	0	840	430	216	352	3.9e-75	279.6
ENSGALT00000078926.2	PCDHA11.p1	94.9	858	27	2	1	2568	1	843	0.0e+00	1458.7
ENSGALT00000013511.6	SEMA4B.p1	100.0	826	0	0	109	2586	1	826	0.0e+00	1661.7
ENSGALT00000105318.1	SEMA4B.p1	100.0	826	0	0	1	2478	1	826	0.0e+00	1661.4
ENSGALT00000091517.1	SEMA4B.p1	100.0	792	0	0	190	2565	35	826	0.0e+00	1601.6
ENSGALT00000097952.1	SNRNP200.p1	97.8	418	9	0	76	1329	922	1339	1.1e-239	826.2
ENSGALT00000043593.3	TRABD2B.p1	99.8	452	1	0	1	1356	1	452	3.0e-269	924.5
ENSGALT00000001687.6	NEK6.p1	100.0	315	0	0	1	945	29	343	6.3e-190	660.2
ENSGALT00000090727.1	ACADSB.p1	41.2	187	105	3	1195	1752	113	295	1.9e-32	139.4
ENSGALT00000105286.1	ACADSB.p1	38.7	230	136	3	160	846	70	295	1.0e-39	163.3
ENSGALT00000099259.1	ACADSB.p1	41.2	187	105	3	1195	1752	113	295	1.9e-32	139.4
ENSGALT00000103732.1	LOC112531066.p1	99.2	256	2	0	415	1182	20	275	5.1e-80	295.4
ENSGALT00000093504.1	PCDHA2.p1	74.6	130	13	1	359	30	646	775	1.4e-33	139.4
ENSGALT00000014035.5	TTL.p1	100.0	379	0	0	1	1137	1	379	1.2e-222	769.2
ENSGALT00000046993.3	TMEM127.p1	100.0	251	0	0	7	759	2	252	2.0e-130	462.2
ENSGALT00000057339.2	TMEM127.p1	100.0	141	0	0	1	423	98	238	2.0e-74	275.8
ENSGALT00000101995.1	LOC107049738.p1	100.0	185	0	0	1	555	1	185	1.2e-108	390.6
ENSGALT00000084738.2	SEC13.p1	100.0	320	0	0	781	1740	2	321	3.1e-150	529.3
ENSGALT00000013715.7	SEC13.p1	100.0	307	0	0	1	921	15	321	3.3e-143	505.0
ENSGALT00000047226.2	SEC13.p1	100.0	321	0	0	1	963	1	321	7.7e-151	530.4
ENSGALT00000097844.1	SEC13.p1	100.0	321	0	0	1	963	1	321	7.7e-151	530.4
ENSGALT00000000929.5	TMED6.p2	100.0	253	0	0	1	759	1	253	1.2e-135	479.6
ENSGALT00000027978.5	PPME1.p1	99.7	360	1	0	88	1167	1	360	7.8e-190	660.2
ENSGALT00000015509.6	VTI1B.p1	100.0	233	0	0	1	699	1	233	9.4e-90	327.0
ENSGALT00000011326.6	APOD.p1	100.0	190	0	0	1	570	1	190	1.9e-112	402.1
ENSGALT00000098553.1	RABGGTA.p1	100.0	242	0	0	1	726	1	242	2.0e-142	502.3
ENSGALT00000027257.6	TMTC4.p1	100.0	741	0	0	1	2223	44	784	7.2e-301	1030.0
ENSGALT00000099288.1	TMTC4.p1	100.0	501	0	0	1	1503	44	544	2.3e-292	1001.9
ENSGALT00000054845.2	ETV7.p1	93.6	343	3	1	136	1107	94	436	9.4e-185	643.3
ENSGALT00000043807.3	SLAMF8.p1	100.0	271	0	0	106	918	1	271	8.2e-134	473.8
ENSGALT00000050158.2	CCDC15.p1	100.0	482	0	0	1	1446	1	482	1.3e-247	852.4
ENSGALT00000105330.1	CCDC15.p1	100.0	482	0	0	628	2073	1	482	2.5e-247	852.0
ENSGALT00000106006.1	CCDC15.p1	100.0	482	0	0	373	1818	1	482	1.7e-247	852.4
ENSGALT00000026684.6	HADHA.p1	100.0	771	0	0	1	2313	1	771	0.0e+00	1511.5
ENSGALT00000093098.1	LOC112531027.p1	78.4	51	6	3	10	150	18	67	4.3e-13	70.5
ENSGALT00000000680.6	C26H6ORF222.p1	100.0	408	0	0	1	1224	1	408	1.2e-228	789.3
ENSGALT00000097651.1	LOC112530170.p1	100.0	236	0	0	1	708	39	274	4.2e-130	461.1
ENSGALT00000107057.1	LOC112530987.p2	99.6	269	1	0	223	1029	32	300	4.5e-141	498.0
ENSGALT00000079361.2	NEK1.p1	100.0	1234	0	0	1	3702	1	1234	0.0e+00	2295.4
ENSGALT00000078382.2	NEK1.p1	99.9	1231	1	0	1	3693	1	1231	0.0e+00	2287.7
ENSGALT00000065061.2	NEK1.p1	96.9	1232	16	3	1	3633	1	1231	0.0e+00	2244.2
ENSGALT00000106787.1	NEK1.p1	97.6	1231	1	1	1	3609	1	1231	0.0e+00	2218.7
ENSGALT00000100754.1	NEK1.p1	97.6	1231	1	1	1	3606	1	1231	0.0e+00	2207.9
ENSGALT00000095441.1	NEK1.p1	96.1	1231	8	1	1	3573	1	1231	0.0e+00	2221.8
ENSGALT00000038693.4	NEK1.p1	96.3	1231	1	1	1	3561	1	1231	0.0e+00	2177.9
ENSGALT00000100249.1	NEK1.p1	94.2	1231	8	3	1	3501	1	1231	0.0e+00	2198.3
ENSGALT00000092058.1	LOC112531027.p1	97.6	42	1	0	1	126	22	63	2.9e-18	87.4
ENSGALT00000091508.1	PTGFRN.p1	98.8	869	8	1	13	2619	20	886	0.0e+00	1733.8
ENSGALT00000024931.6	PTGFRN.p1	99.9	867	1	0	13	2613	20	886	0.0e+00	1749.2
ENSGALT00000001693.5	LHX2.p1	100.0	391	0	0	31	1203	1	391	5.6e-207	717.2
ENSGALT00000076033.3	VNN1.p1	83.2	488	81	1	1	1464	5	491	5.2e-239	823.9
ENSGALT00000056157.2	VNN1.p1	83.2	488	81	1	1	1464	5	491	5.2e-239	823.9
ENSGALT00000022671.6	VNN1.p1	85.3	497	72	1	1	1491	5	500	1.0e-250	862.8
ENSGALT00000022669.6	VNN1.p1	99.0	497	4	1	1	1488	5	501	2.2e-293	1004.6
ENSGALT00000077257.3	COL14A1.p1	99.6	1889	8	0	1	5667	1	1889	0.0e+00	3010.7
ENSGALT00000053447.2	COL14A1.p1	99.6	1889	8	0	1	5667	1	1889	0.0e+00	3010.7
ENSGALT00000073731.2	LOC107050563.p1	27.4	135	94	2	244	639	69	202	5.5e-06	50.4
ENSGALT00000047406.2	LOC107050563.p1	27.4	135	94	2	259	654	69	202	5.6e-06	50.4
ENSGALT00000033012.3	ATE1.p1	99.4	485	3	0	1	1455	1	485	2.0e-288	988.0
ENSGALT00000102940.1	ATE1.p1	91.3	528	3	1	1	1584	1	485	5.3e-282	966.8
ENSGALT00000106406.1	ZNF624.p1	89.0	182	19	1	1	546	92	272	1.7e-90	330.5
ENSGALT00000002535.5	SLC22A7.p1	100.0	543	0	0	1	1629	1	543	0.0e+00	1083.6
ENSGALT00000103515.1	LOC107050975.p1	99.6	277	1	0	595	1425	9	285	1.9e-119	426.8
ENSGALT00000096794.1	LOC107050975.p1	100.0	113	0	0	796	1134	9	121	2.5e-61	234.2
ENSGALT00000013744.5	SUMO1.p1	100.0	100	0	0	7	306	29	128	2.6e-52	201.4
ENSGALT00000098461.1	SUMO1.p1	100.0	98	0	0	115	408	31	128	2.9e-51	198.4
ENSGALT00000092256.1	GAREM2.p1	100.0	829	0	0	1	2487	1	829	0.0e+00	1527.3
ENSGALT00000076429.2	KCNA3.p1	100.0	519	0	0	187	1743	63	581	1.3e-286	982.2
ENSGALT00000045785.4	FOXE3.p1	100.0	381	0	0	19	1161	1	381	4.9e-208	720.7
ENSGALT00000093449.1	LOC112531027.p1	88.4	43	5	0	7	135	25	67	1.1e-15	79.0
ENSGALT00000104155.1	CD244.p1	88.5	226	26	0	1	678	1	226	1.2e-113	406.8
ENSGALT00000073756.2	CD244.p1	88.5	226	26	0	1	678	1	226	1.2e-113	406.8
